sci_name_2025,TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER,FAMILY,ott_id,ott_name,ott_tax_sources,match_type,H_M_name,H_M_match_type,Birdlife_name,Birdlife_match_type,IOC_name,IOC_match_type,underscores,sp_toga,Species,Unnamed: 0,Order,Family,Genus,animal,TOTALINNOVATIONS2025,FOODINNO2025,TECHINNO2025,TOTALINNOVATIONS2025_ResEff,FOODINNO2025_ResEff,TECHINNO2025_ResEff,Range.Size,ResearchEffort,DietBreadth,HabitatBreadth,GenerationLength,GenerationLengthFULL,MaxLongevity,Insularity,UrbanFULL,IUCNStatus2019,StatusCode,PopulationTrend2019,TrendCode,HabitatDestruction,Overexploitation,InvasiveSpecies,CriterionB,Brain_size,Relative_brain_size,Beak_length.Culmen,Beak_length.Nares,Beak_width,Beak_depth,Tarsus_length,Wing_length,Kipps_distance,Secondary1,Hand.Wing_index,Tail_length,Mass,Habitat,Habitat_density,Migration,Trophic_level,Trophic_niche,Primary_lifestyle,Range_size,buildingcoll,lbuildingcoll,buildingcoll_mig,lbuildingcoll_mig,buildingcoll_nonmig,lbuildingcoll_nonmig,rawtowercoll,ltowercollnonzero,rawturbinecoll,lturbinecollnonxero,ALLcoll,Abundance.estimate,strong_finding,Assembly name,contig N50 (bp),scaffold N50 (bp),Range_size_log,ResearchEffort_log,PopulationTrend2019_encoded,inno_selection
Pluvialis_apricaria,5812,species,eugplo,avibase-25A20BA6,European Golden-Plover,Pluvialis apricaria,Charadriiformes,Charadriidae (Plovers and Lapwings),795155.0,Pluvialis apricaria,"ncbi:670352,worms:159135,gbif:2480332,irmng:10588045",canonical_match,Pluvialis apricaria,concepts_match,Pluvialis apricaria,concepts_match,Pluvialis apricaria,concepts_match,Pluvialis_apricaria,Pluvialis apricaria,Pluvialis_apricaria,4567,CHARADRIIFORMES,CHARADRIIDAE,Pluvialis,Pluvialis_apricaria,1,0,1,-0.200484221,-0.610912114,0.188067438,3294836.99,328,3,4.840338587,5.2,4.450307267,17.28258506,0.0,0,Least-Concern,1.0,increasing,3.0,0.0,0.0,0.0,NO,2.253,-0.252,25.0,14.8,3.7,4.9,38.0,181.2,104.2,77.2,57.4,70.2,214.0,Grassland,3,3.0,Carnivore,Invertivore,Terrestrial,3294836.99,,,,,,,,,,,,18894447.0,True,HLpluApr1,15203797,87527607,6.5178339330135735,2.515873843711679,3.0,not_innovative
Himantopus_leucocephalus,5764,species,piesti1,avibase-C2830C86,Pied Stilt,Himantopus leucocephalus,Charadriiformes,Recurvirostridae (Stilts and Avocets),293656.0,Himantopus himantopus leucocephalus,"ncbi:507594,gbif:5229124,irmng:10217551",synonym_match,Himantopus himantopus,child_of,Himantopus himantopus,child_of,Himantopus leucocephalus,concepts_match,Himantopus_leucocephalus,Himantopus himantopus leucocephalus,Himantopus_himantopus,4474,CHARADRIIFORMES,RECURVIROSTRIDAE,Himantopus,Himantopus_himantopus,1,1,0,-0.226815422,0.064189559,-0.520600372,56867877.55,388,1,6.688127736,7.3,5.599142123,16.0,0.0,0,Least-Concern,1.0,increasing,3.0,0.0,0.0,0.0,NO,1.9,-0.315,65.7,49.1,4.5,4.7,110.8,223.8,117.2,107.1,52.2,74.0,176.82,Wetland,3,2.0,Carnivore,Aquatic predator,Terrestrial,56867877.55,,,,,,,,,,,,73935899.0,True,HLhimHim1,36551,99457149,7.7548670196092235,2.5888317255942073,3.0,not_innovative
Psophia_crepitans,5678,species,gywtru1,avibase-C7C6DD9A,Gray-winged Trumpeter,Psophia crepitans,Gruiformes,Psophiidae (Trumpeters),915643.0,Psophia crepitans,"ncbi:54359,gbif:2474363,irmng:10661899",canonical_match,Psophia crepitans;Psophia leucoptera,overlaps,Psophia crepitans,parent_of,Psophia crepitans,concepts_match,Psophia_crepitans,Psophia crepitans,Psophia_crepitans,2543,GRUIFORMES,PSOPHIIDAE,Psophia,Psophia_crepitans,0,0,0,-0.427928733,-0.291753075,-0.23057656,2593241.63,16,2,0.999801035,10.4,6.48022498,19.19818149,0.0,0,Near-Threatened,2.0,decreasing,1.0,1.0,1.0,0.0,NO,5.65,-0.212,41.8,18.4,7.2,12.1,133.6,275.2,26.5,248.8,9.6,117.4,1026.0,Forest,1,1.0,Herbivore,Frugivore,Terrestrial,2593241.63,,,,,,,,,,,,724407.0,True,HLpsoCre1,58160,468890,6.413842984832055,1.2041199826559248,1.0,not_innovative
Aramus_guarauna,5671,species,limpki,avibase-5D864313,Limpkin,Aramus guarauna,Gruiformes,Aramidae (Limpkin),1095362.0,Aramus guarauna,"ncbi:54356,worms:422600,gbif:2474337,irmng:10856590",canonical_match,Aramus guarauna,concepts_match,Aramus guarauna,concepts_match,Aramus guarauna,concepts_match,Aramus_guarauna,Aramus guarauna,Aramus_guarauna,7434,GRUIFORMES,ARAMIDAE,Aramus,Aramus_guarauna,1,0,1,0.165797958,-0.359888712,0.403968335,12182050.36,31,2,4.337612178,6.5,3.850647088,14.31117689,0.0,0,Least-Concern,1.0,stable,2.0,0.0,0.0,0.0,NO,6.677,-0.074,130.4,84.9,8.8,13.4,84.6,241.2,24.4,196.6,11.1,225.8,1080.0,Wetland,3,1.0,Carnivore,Aquatic predator,Terrestrial,12182050.36,,,,,,,,,,,,6346144.0,True,HLaraGua1,62981,810609,7.085720390521248,1.4913616938342726,2.0,not_innovative
Fulica_atra,5487,species,eurcoo,avibase-B682B2A9,Eurasian Coot,Fulica atra,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",1041538.0,Fulica atra,"ncbi:9121,worms:232054,gbif:2474377,irmng:10197441",canonical_match,Fulica atra,concepts_match,Fulica atra,concepts_match,Fulica atra,concepts_match,Fulica_atra,Fulica atra,Fulica_atra,4458,GRUIFORMES,RALLIDAE,Fulica,Fulica_atra,8,5,3,1.157010812,1.080390368,0.794813298,33490842.86,835,4,8.026151222,7.0,4.19671358,21.455,0.0,0,Least-Concern,1.0,increasing,3.0,1.0,1.0,1.0,NO,2.872,-0.688,37.7,16.5,5.6,10.5,57.0,198.2,78.6,120.0,39.6,53.9,717.12,Wetland,3,1.0,Herbivore,Herbivore aquatic,Generalist,33490842.86,,,,,,,,,,,,71948892.0,True,HLfulAtr1,246158,6390841,7.524926077514212,2.921686475483602,3.0,food_type_innovative
Opisthocomus_hoazin,6898,species,hoatzi1,avibase-7E83A1B3,Hoatzin,Opisthocomus hoazin,Opisthocomiformes,Opisthocomidae (Hoatzin),928360.0,Opisthocomus hoazin,"ncbi:30419,gbif:2496202,irmng:10453148",canonical_match,Opisthocomus hoazin,concepts_match,Opisthocomus hoazin,concepts_match,Opisthocomus hoazin,concepts_match,Opisthocomus_hoazin,Opisthocomus hoazin,Opisthocomus_hoazin,2087,OPISTHOCOMIFORMES,OPISTHOCOMIDAE,Opisthocomus,Opisthocomus_hoazin,0,0,0,-0.541434546,-0.369541777,-0.297481281,7559878.74,34,1,1.929954538,5.5,6.232173582,13.36942647,0.0,0,Least-Concern,1.0,decreasing,1.0,0.0,0.0,0.0,NO,3.935,-0.356,32.6,15.7,10.2,13.7,51.3,322.0,47.7,275.3,14.8,290.7,696.0,Riverine,2,1.0,Herbivore,Herbivore terrestrial,Insessorial,7559878.74,,,,,,,,,,,,3615485.0,True,opiHoa1,28179,2937227,6.878514829499721,1.5314789170422551,1.0,not_innovative
Columba_livia,1853,species,rocpig,avibase-BBA263C2,Rock Pigeon,Columba livia,Columbiformes,Columbidae (Pigeons and Doves),938416.0,Columba livia,"ncbi:8932,gbif:2495414,irmng:11119255",canonical_match,Columba livia,concepts_match,Columba livia,concepts_match,Columba livia,concepts_match,Columba_livia,Columba livia,Columba_livia,775,COLUMBIFORMES,COLUMBIDAE,Columba,Columba_livia,6,4,2,0.813600264,0.83495277,0.452846207,17464191.46,1501,3,3.788368336,5.8,3.993083763,21.54166667,0.0,0,Least-Concern,1.0,decreasing,1.0,0.0,0.0,0.0,NO,2.369,-0.484,23.2,12.1,4.3,5.0,26.5,219.6,98.8,120.4,45.1,105.5,354.2,Human Modified,3,1.0,Herbivore,Granivore,Terrestrial,17464191.46,416.0,2.619093331,289.0,2.46,118.0,2.07,1.0,0.0,116.0,2.064457989,2.726727209,285765338.0,True,HLcolLiv2,26627,14233134,7.242148483899303,3.1763806922432702,1.0,not_innovative
Streptopelia_turtur,2015,species,eutdov,avibase-5788552B,European Turtle-Dove,Streptopelia turtur,Columbiformes,Columbidae (Pigeons and Doves),801237.0,Streptopelia turtur,"ncbi:177155,gbif:2495708,irmng:10761832",canonical_match,Streptopelia turtur,concepts_match,Streptopelia turtur,concepts_match,Streptopelia turtur,concepts_match,Streptopelia_turtur,Streptopelia turtur,Streptopelia_turtur,4004,COLUMBIFORMES,COLUMBIDAE,Streptopelia,Streptopelia_turtur,1,1,0,-0.105688254,0.147201388,-0.44920333,17578320.62,179,2,4.598532649,5.3,2.833879633,13.17,0.0,0,Vulnerable,3.0,decreasing,1.0,1.0,1.0,1.0,NO,1.403,-0.454,22.4,8.1,4.7,4.9,22.3,170.7,75.1,97.5,43.5,109.7,132.0,Woodland,2,3.0,Herbivore,Granivore,Terrestrial,17578320.62,,,,,,,,,,,,15583780.0,True,HLstrTur1,3790373,80150727,7.244977381528103,2.2528530309798933,1.0,not_innovative
Columbina_picui,2282,species,pigdov1,avibase-C5E145EC,Picui Ground Dove,Columbina picui,Columbiformes,Columbidae (Pigeons and Doves),54405.0,Columbina picui,"ncbi:115618,gbif:2495865,irmng:10666097",canonical_match,Columbina picui,concepts_match,Columbina picui,concepts_match,Columbina picui,concepts_match,Columbina_picui,Columbina picui,Columbina_picui,7532,COLUMBIFORMES,COLUMBIDAE,Columbina,Columbina_picui,0,0,0,-0.373181559,-0.254233308,-0.198306456,5736046.33,11,1,3.691467455,4.3,2.765438489,10.60726657,0.0,0,Least-Concern,1.0,stable,2.0,0.0,0.0,0.0,NO,0.759,-0.489,15.0,8.8,3.2,4.2,13.5,87.9,17.8,70.5,20.1,72.2,47.0,Human Modified,3,3.0,Herbivore,Granivore,Terrestrial,5736046.33,17.0,1.230448921,,,,,,,,,1.230448921,14614815.0,True,HLcolPic1,24994,616882,6.758612650466942,1.0413926851582251,2.0,not_innovative
Caloenas_nicobarica,2423,species,nicpig1,avibase-0FFC77EF,Nicobar Pigeon,Caloenas nicobarica,Columbiformes,Columbidae (Pigeons and Doves),1032058.0,Caloenas nicobarica,"ncbi:187106,gbif:5231891,irmng:11284552",canonical_match,Caloenas nicobarica,concepts_match,Caloenas nicobarica,concepts_match,Caloenas nicobarica,concepts_match,Caloenas_nicobarica,Caloenas nicobarica,Caloenas_nicobarica,464,COLUMBIFORMES,COLUMBIDAE,Caloenas,Caloenas_nicobarica,0,0,0,-0.385762747,-0.262855547,-0.205722295,475640.94,12,1,3.060834813,6.6,7.594316024,20.5,1.0,0,Near-Threatened,2.0,decreasing,1.0,1.0,1.0,1.0,NO,3.095,-0.451,30.7,16.4,5.4,7.7,43.7,259.0,85.5,174.8,32.8,98.8,537.86,Forest,1,2.0,Herbivore,Omnivore,Terrestrial,475640.94,,,,,,,,,,,,1236360.0,True,HLcalNic1,72340,20885367,5.67727922872814,1.0791812460476249,1.0,not_innovative
Pterocles_orientalis,2877,species,blbsan1,avibase-06B41945,Black-bellied Sandgrouse,Pterocles orientalis,Pterocliformes,Pteroclidae (Sandgrouse),789254.0,Pterocles orientalis,"ncbi:227169,gbif:2480193,irmng:11004405",canonical_match,Pterocles orientalis,concepts_match,Pterocles orientalis,concepts_match,Pterocles orientalis,concepts_match,Pterocles_orientalis,Pterocles orientalis,Pterocles_orientalis,3914,PTEROCLIFORMES,PTEROCLIDAE,Pterocles,Pterocles_orientalis,0,0,0,-0.532185941,-0.36320345,-0.292029795,5783511.92,32,1,3.614901451,5.6,4.106567163,18.76157986,0.0,0,Least-Concern,1.0,decreasing,1.0,0.0,0.0,0.0,NO,2.317,-0.581,19.7,9.9,5.7,7.0,25.7,228.2,145.5,83.0,63.7,90.2,404.87,Grassland,3,2.0,Herbivore,Granivore,Terrestrial,5783511.92,,,,,,,,,,,,3963535.0,True,HLpteOri1,48746,1099484,6.762191635013525,1.505149978319906,1.0,not_innovative
Cuculus_canorus,3442,species,comcuc,avibase-B3D2C3C5,Common Cuckoo,Cuculus canorus,Cuculiformes,Cuculidae (Cuckoos),792628.0,Cuculus canorus,"ncbi:55661,worms:212682,gbif:5231918,irmng:11019383",canonical_match,Cuculus canorus,concepts_match,Cuculus canorus,concepts_match,Cuculus canorus,concepts_match,Cuculus_canorus,Cuculus canorus,Cuculus_canorus,3585,CUCULIFORMES,CUCULIDAE,Cuculus,Cuculus_canorus,1,1,0,-0.296493834,0.016436998,-0.561671526,37338142.79,605,2,5.233317215,7.0,2.756471878,12.92,0.0,0,Least-Concern,1.0,decreasing,1.0,0.0,0.0,0.0,NO,1.583,-0.238,26.0,15.4,7.6,7.6,21.4,192.0,84.6,105.9,43.9,158.1,111.36,Forest,2,3.0,Carnivore,Invertivore,Insessorial,37338142.79,,,,,,,,,,,,27722550.0,True,HLcucCan2,20797936,78325852,7.572152712217396,2.781755374652469,1.0,not_innovative
Geococcyx_californianus,3038,species,greroa,avibase-DB5DABCF,Greater Roadrunner,Geococcyx californianus,Cuculiformes,Cuculidae (Cuckoos),212182.0,Geococcyx californianus,"ncbi:8947,gbif:2496459,irmng:10194948",canonical_match,Geococcyx californianus,concepts_match,Geococcyx californianus,concepts_match,Geococcyx californianus,concepts_match,Geococcyx_californianus,Geococcyx californianus,Geococcyx_californianus,5727,CUCULIFORMES,CUCULIDAE,Geococcyx,Geococcyx_californianus,12,6,6,2.058588724,1.600405504,1.669102791,3008009.53,27,4,3.022754491,3.5,3.216720014,12.42801296,0.0,0,Least-Concern,1.0,stable,2.0,0.0,0.0,0.0,NO,3.537,-0.117,57.8,35.4,10.1,12.5,59.5,181.0,12.0,172.0,6.5,287.4,376.0,Shrubland,2,1.0,Carnivore,Invertivore,Terrestrial,3008009.53,,,,,,,,,16.0,1.204119983,1.204119983,933608.0,True,HLgeoCal1,47040,59473,6.478279207857057,1.4313637641589874,2.0,food_type_and_technical_innovative
Ardeotis_kori,2918,species,korbus1,avibase-4FC41CA0,Kori Bustard,Ardeotis kori,Otidiformes,Otididae (Bustards),521837.0,Ardeotis kori,"ncbi:89386,gbif:2474909,irmng:11228056",canonical_match,Ardeotis kori,concepts_match,Ardeotis kori,concepts_match,Ardeotis kori,concepts_match,Ardeotis_kori,Ardeotis kori,Ardeotis_kori,276,OTIDIFORMES,OTIDIDAE,Ardeotis,Ardeotis_kori,0,0,0,-0.628752614,-0.429383287,-0.34894993,3565934.25,60,4,2.567367823,15.6,11.62403745,28.82333014,0.0,0,Near-Threatened,2.0,decreasing,1.0,1.0,1.0,0.0,NO,13.659,-0.482,112.3,62.6,21.0,21.1,210.2,709.8,274.2,411.0,40.1,353.3,7994.16,Grassland,3,1.0,Omnivore,Omnivore,Terrestrial,3565934.25,,,,,,,,,,,,337232.0,True,HLardKor1,53368,639944,6.552173331232652,1.7781512503836436,1.0,not_innovative
Podilymbus_podiceps,6855,species,pibgre,avibase-9A8E55D0,Pied-billed Grebe,Podilymbus podiceps,Podicipediformes,Podicipedidae (Grebes),962399.0,Podilymbus podiceps,"ncbi:9252,worms:159062,gbif:2482077,irmng:10998517",canonical_match,Podilymbus podiceps,concepts_match,Podilymbus podiceps,concepts_match,Podilymbus podiceps,concepts_match,Podilymbus_podiceps,Podilymbus podiceps,Podilymbus_podiceps,7863,PODICIPEDIFORMES,PODICIPEDIDAE,Podilymbus,Podilymbus_podiceps,5,2,3,1.060634898,0.599070642,0.977002436,21361785.48,116,2,1.58522359,5.4,3.428296921,13.16004842,0.0,0,Least-Concern,1.0,stable,2.0,0.0,0.0,0.0,NO,3.185,-0.273,28.8,14.1,5.4,10.6,37.1,125.6,41.8,81.1,34.0,32.6,411.93,Wetland,3,2.0,Carnivore,Aquatic predator,Aquatic,21361785.48,2.0,0.301029996,2.0,0.3,0.0,,123.0,2.089905111,6.0,0.77815125,2.117271296,17024025.0,True,HLpodPod1,35810,692269,7.329637549466282,2.0644579892269186,2.0,not_innovative
Anseranas_semipalmata,236,species,maggoo1,avibase-89D5434B,Magpie Goose,Anseranas semipalmata,Anseriformes,Anseranatidae (Magpie Goose),714464.0,Anseranas semipalmata,"ncbi:8851,gbif:2497981,irmng:10718729",canonical_match,Anseranas semipalmata,concepts_match,Anseranas semipalmata,concepts_match,Anseranas semipalmata,concepts_match,Anseranas_semipalmata,Anseranas semipalmata,Anseranas_semipalmata,4763,ANSERIFORMES,ANSERANATIDAE,Anseranas,Anseranas_semipalmata,0,0,0,-0.609593858,-0.416253256,-0.337657018,223353.42,53,2,2.258696521,7.0,8.144257987,24.8,0.0,0,Least-Concern,1.0,stable,2.0,0.0,0.0,0.0,NO,9.01,-0.221,85.6,42.4,22.8,20.4,87.0,405.6,144.0,269.0,34.9,148.1,2393.4,Wetland,3,2.0,Herbivore,Omnivore,Terrestrial,223353.42,,,,,,,,,,,,14328914.0,True,HLansSem1,53214,628312,5.348992606800052,1.724275869600789,2.0,not_innovative
Anas_platyrhynchos,545,species,mallar3,avibase-85625D75,Mallard,Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",765167.0,Anas platyrhynchos,"ncbi:8839,worms:148791,gbif:9761484,irmng:10840147",canonical_match,Anas platyrhynchos,child_of,Anas platyrhynchos,concepts_match,Anas platyrhynchos,concepts_match,Anas_platyrhynchos,Anas platyrhynchos,Anas_platyrhynchos,4373,ANSERIFORMES,ANATIDAE,Anas,Anas_platyrhynchos,16,6,10,1.641056768,1.130410399,1.716853235,39707247.47,2197,4,6.383263598,6.6,4.781012977,27.6,0.0,0,Least-Concern,1.0,increasing,3.0,0.0,0.0,0.0,NO,5.489,-0.131,58.5,41.0,20.8,17.8,40.6,263.4,133.5,129.9,50.7,86.9,843.42,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,39707247.47,23.0,1.361727836,17.0,1.23,6.0,0.78,2.0,0.301029996,51.0,1.707570176,1.880813592,167717060.0,True,HLanaPla1,11467013,77626585,7.598869782555635,3.3418300569205104,3.0,food_type_and_technical_innovative
Aythya_fuligula,687,species,tufduc,avibase-67CEA1C1,Tufted Duck,Aythya fuligula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",817992.0,Aythya fuligula,"ncbi:219594,worms:159164,gbif:2498261,irmng:10200088",canonical_match,Aythya fuligula,concepts_match,Aythya fuligula,concepts_match,Aythya fuligula,concepts_match,Aythya_fuligula,Aythya fuligula,Aythya_fuligula,7446,ANSERIFORMES,ANATIDAE,Aythya,Aythya_fuligula,1,1,0,-0.273641564,0.032098297,-0.548201513,20377977.97,523,4,5.342660353,7.3,4.012210421,22.0,0.0,0,Least-Concern,1.0,stable,2.0,0.0,0.0,0.0,NO,4.091,-0.321,43.9,27.6,19.5,13.2,31.3,196.9,99.0,98.6,50.1,53.4,701.17,Wetland,3,2.0,Omnivore,Herbivore aquatic,Aquatic,20377977.97,,,,,,,,,,,,35898153.0,True,HLaytFul1,17816505,85905639,7.309161088402602,2.718501688867274,2.0,not_innovative
Branta_canadensis,342,species,cangoo,avibase-B59E1863,Canada Goose,Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",714461.0,Branta canadensis,"ncbi:8853,worms:159176,gbif:5232437,irmng:10585055",canonical_match,Branta canadensis,concepts_match,Branta canadensis,concepts_match,Branta canadensis,concepts_match,Branta_canadensis,Branta canadensis,Branta_canadensis,4391,ANSERIFORMES,ANATIDAE,Branta,Branta_canadensis,4,3,1,1.155964302,1.077034669,0.447513481,12236810.45,19,2,5.272114575,10.5,9.449200494,30.33,0.0,1,Least-Concern,1.0,increasing,3.0,0.0,0.0,0.0,NO,9.255,-0.284,50.0,28.2,19.9,15.3,73.3,422.9,206.5,210.9,49.4,121.6,2811.68,Grassland,3,3.0,Herbivore,Herbivore terrestrial,Terrestrial,12236810.45,4.0,0.602059991,4.0,0.6,0.0,,,,14.0,1.146128036,1.255272505,87184210.0,True,HLbraCan1,220846,15516710,7.087668232803234,1.2787536009528289,3.0,food_type_innovative
Anser_cygnoides,281,species,swagoo1,avibase-946E4517,Swan Goose,Anser cygnoides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",190892.0,Anser cygnoides,"ncbi:8845,gbif:2498034,irmng:11245391",canonical_match,Anser cygnoid,concepts_match,Anser cygnoid,concepts_match,Anser cygnoides,concepts_match,Anser_cygnoides,Anser cygnoides,Anser_cygnoid,3443,ANSERIFORMES,ANATIDAE,Anser,Anser_cygnoides,0,0,0,-0.57740408,-0.394192703,-0.318683116,2166055.01,43,1,4.30361596,11.4,9.428410925,31.0,0.0,0,Vulnerable,3.0,decreasing,1.0,1.0,1.0,1.0,NO,10.061,-0.326,92.7,42.5,24.2,19.9,76.1,422.2,195.0,227.2,46.1,122.8,3511.94,Wetland,3,3.0,Herbivore,Herbivore terrestrial,Terrestrial,2166055.01,,,,,,,,,,,,8363956.0,True,HLansCyg2,1849874,33116532,6.335669481945848,1.6334684555795864,1.0,not_innovative
Cygnus_olor,377,species,mutswa,avibase-694C127A,Mute Swan,Cygnus olor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",140314.0,Cygnus olor,"ncbi:8869,worms:159090,gbif:2498343,irmng:11123166",canonical_match,Cygnus olor,concepts_match,Cygnus olor,concepts_match,Cygnus olor,concepts_match,Cygnus_olor,Cygnus olor,Cygnus_olor,4436,ANSERIFORMES,ANATIDAE,Cygnus,Cygnus_olor,3,2,1,0.330009532,0.37622924,0.092193211,4915289.2,925,3,3.915735168,12.2,9.800268867,28.58,0.0,0,Least-Concern,1.0,increasing,3.0,0.0,0.0,0.0,NO,21.979,-0.169,96.1,56.7,31.0,26.4,96.1,581.5,244.9,336.6,42.1,198.1,10682.04,Wetland,3,3.0,Herbivore,Herbivore aquatic,Aquatic,4915289.2,,,,,,,,,,,,7234055.0,True,HLcygOlo1,7743145,81035313,6.691549075427402,2.9661417327390325,3.0,not_innovative
Stictonetta_naevosa,375,species,freduc1,avibase-E93960AB,Freckled Duck,Stictonetta naevosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",962771.0,Stictonetta naevosa,"ncbi:45637,gbif:2498226,irmng:10197077",canonical_match,Stictonetta naevosa,concepts_match,Stictonetta naevosa,concepts_match,Stictonetta naevosa,concepts_match,Stictonetta_naevosa,Stictonetta naevosa,Stictonetta_naevosa,6931,ANSERIFORMES,ANATIDAE,Stictonetta,Stictonetta_naevosa,0,0,0,-0.51187632,-0.3492847,-0.280058518,5897864.38,28,3,1.822852081,7.0,5.12631324,18.13243266,0.0,0,Least-Concern,1.0,stable,2.0,0.0,0.0,0.0,NO,4.487,-0.371,57.9,40.5,16.2,16.8,38.9,232.5,110.0,122.5,47.3,62.0,903.27,Wetland,3,2.0,Herbivore,Herbivore aquatic,Generalist,5897864.38,,,,,,,,,,,,1897916.0,True,HLstiNae1,136958,10707530,6.770694781831443,1.4471580313422192,2.0,not_innovative
Oxyura_ferruginea,780,species,andduc1,avibase-3DB916F5,Andean Duck,Oxyura ferruginea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",245432.0,Oxyura ferruginea,"ncbi:555300,gbif:5232468,irmng:10218384",canonical_match,Oxyura jamaicensis,child_of,Oxyura ferruginea,concepts_match,Oxyura ferruginea,concepts_match,Oxyura_ferruginea,Oxyura jamaicensis,Oxyura_jamaicensis,3824,ANSERIFORMES,ANATIDAE,Oxyura,Oxyura_jamaicensis,0,0,0,-0.859034517,-0.587201904,-0.484687,6731653.66,263,2,3.405676127,6.2,3.856815295,13.6,0.0,0,Least-Concern,1.0,decreasing,1.0,0.0,0.0,0.0,NO,3.652,-0.355,45.4,24.4,20.9,10.5,31.8,139.6,59.5,82.8,41.9,70.2,608.15,Wetland,3,1.0,Omnivore,Aquatic predator,Aquatic,6731653.66,3.0,0.477121255,2.0,0.3,1.0,0.0,2.0,0.301029996,9.0,0.954242509,1.146128036,27465919.0,True,HLoxyJam1,128592,36145614,6.828121763658489,2.419955748489758,1.0,not_innovative
Chauna_torquata,233,species,souscr1,avibase-91194BE3,Southern Screamer,Chauna torquata,Anseriformes,Anhimidae (Screamers),860132.0,Chauna torquata,"ncbi:30388,gbif:5959222,irmng:10214742",canonical_match,Chauna torquata,concepts_match,Chauna torquata,concepts_match,Chauna torquata,concepts_match,Chauna_torquata,Chauna torquata,Chauna_torquata,5110,ANSERIFORMES,ANHIMIDAE,Chauna,Chauna_torquata,0,0,0,-0.418399698,-0.285222561,-0.224959778,3828524.39,15,2,2.904828356,5.0,8.297933192,26.70624419,0.0,0,Least-Concern,1.0,stable,2.0,0.0,0.0,0.0,NO,8.791,-0.587,47.3,21.9,13.6,15.3,123.5,517.0,184.0,337.8,35.3,204.4,4400.0,Wetland,3,1.0,Herbivore,Herbivore aquatic,Terrestrial,3828524.39,,,,,,,,,,,,1903624.0,True,HLchaTor1,39550,232486,6.583031418155483,1.1760912590556813,2.0,not_innovative
Alectoris_rufa,1761,species,relpar1,avibase-F71E0BE6,Red-legged Partridge,Alectoris rufa,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",51360.0,Alectoris rufa,"ncbi:9079,gbif:2474051,irmng:11035532",canonical_match,Alectoris rufa,concepts_match,Alectoris rufa,concepts_match,Alectoris rufa,concepts_match,Alectoris_rufa,Alectoris rufa,Alectoris_rufa,103,GALLIFORMES,PHASIANIDAE,Alectoris,Alectoris_rufa,2,1,1,0.20027452,0.079009661,0.185293323,953692.19,338,3,3.701395073,3.9,1.996759185,8.012352111,0.0,0,Least-Concern,1.0,decreasing,1.0,0.0,0.0,0.0,NO,1.954,-0.901,23.4,12.7,7.6,8.7,41.3,155.3,39.8,114.7,25.8,90.5,527.86,Shrubland,3,1.0,Herbivore,Herbivore terrestrial,Terrestrial,953692.19,,,,,,,,,,,,1496778.0,True,HLalcRuf1,97167,11577318,5.979408226113735,2.5289167002776547,1.0,not_innovative
Pavo_muticus,1575,species,grepea1,avibase-990B9171,Green Peafowl,Pavo muticus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",102708.0,Pavo muticus,"ncbi:9050,gbif:2473599,irmng:10197106",canonical_match,Pavo muticus,concepts_match,Pavo muticus,concepts_match,Pavo muticus,concepts_match,Pavo_muticus,Pavo muticus,Pavo_muticus,2166,GALLIFORMES,PHASIANIDAE,Pavo,Pavo_muticus,0,0,0,-0.59108061,-0.403565611,-0.326744593,1114252.33,47,3,4.06248498,6.1,7.936147097,18.11405522,0.0,0,Endangered,4.0,decreasing,1.0,1.0,1.0,0.0,NO,6.349,-0.525,45.8,20.6,13.8,12.0,150.0,465.8,101.7,358.6,22.0,500.8,2205.71,Woodland,2,1.0,Carnivore,Invertivore,Terrestrial,1114252.33,,,,,,,,,,,,550462.0,True,HLpavMut1,161314,2028964,6.046983550907269,1.6720978579357175,1.0,not_innovative
