sci_name_2025,TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER,FAMILY,ott_id,ott_name,ott_tax_sources,match_type,H_M_name,H_M_match_type,Birdlife_name,Birdlife_match_type,IOC_name,IOC_match_type,underscores,sp_toga,Species,Unnamed: 0,Order,Family,Genus,animal,TOTALINNOVATIONS2025,FOODINNO2025,TECHINNO2025,TOTALINNOVATIONS2025_ResEff,FOODINNO2025_ResEff,TECHINNO2025_ResEff,Range.Size,ResearchEffort,DietBreadth,HabitatBreadth,GenerationLength,GenerationLengthFULL,MaxLongevity,Insularity,UrbanFULL,IUCNStatus2019,StatusCode,PopulationTrend2019,TrendCode,HabitatDestruction,Overexploitation,InvasiveSpecies,CriterionB,Brain_size,Relative_brain_size,Beak_length.Culmen,Beak_length.Nares,Beak_width,Beak_depth,Tarsus_length,Wing_length,Kipps_distance,Secondary1,Hand.Wing_index,Tail_length,Mass,Habitat,Habitat_density,Migration,Trophic_level,Trophic_niche,Primary_lifestyle,Range_size,buildingcoll,lbuildingcoll,buildingcoll_mig,lbuildingcoll_mig,buildingcoll_nonmig,lbuildingcoll_nonmig,rawtowercoll,ltowercollnonzero,rawturbinecoll,lturbinecollnonxero,ALLcoll,Abundance.estimate,strong_finding,Assembly name,contig N50 (bp),scaffold N50 (bp),Range_size_log,ResearchEffort_log,PopulationTrend2019_encoded,inno_selection
Phasianus_colchicus,1477,species,rinphe1,avibase-2FA39DCD,Ring-necked Pheasant,Phasianus colchicus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",102719.0,Phasianus colchicus,ncbi:9054;gbif:9752149;irmng:11195190,bulk_tnrs_2022,Phasianus colchicus,concepts_match,Phasianus colchicus,concepts_match,Phasianus colchicus,concepts_match,Phasianus_colchicus,Phasianus colchicus,Phasianus_colchicus,2243,GALLIFORMES,PHASIANIDAE,Phasianus,Phasianus_colchicus,2,2,0,0.037645128,0.373020307,-0.603713918,7426719.32,953,3,2.403872283,5.0,4.77330905,27.0,0.0,0,Least-Concern,1.0,decreasing,1.0,0.0,0.0,0.0,NO,3.895,-0.633,35.4,22.0,12.9,11.4,63.3,237.7,61.3,175.8,25.8,449.8,1120.31,Human Modified,2,1.0,Herbivore,Omnivore,Terrestrial,7426719.32,,,,,,,,,130.0,2.113943352,2.113943352,129527900.0,True,HLphaCol1,197843,10682894,6.870797010817629,2.979092900638326,1.0,not_innovative
Lophura_nycthemera,1539,species,silphe,avibase-D793F5FE,Silver Pheasant,Lophura nycthemera,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",624446.0,Lophura nycthemera,"ncbi:9046,gbif:5227966,irmng:10594624",canonical_match,Lophura nycthemera,child_of,Lophura nycthemera,concepts_match,Lophura nycthemera,concepts_match,Lophura_nycthemera,Lophura nycthemera,Lophura_nycthemera,1675,GALLIFORMES,PHASIANIDAE,Lophura,Lophura_nycthemera,0,0,0,-0.594321569,-0.40578673,-0.328654939,1072525.93,48,2,2.206588382,5.0,4.849531622,16.85923158,0.0,0,Least-Concern,1.0,decreasing,1.0,0.0,0.0,0.0,NO,4.669,-0.504,39.8,19.9,11.9,12.6,90.6,254.8,49.5,205.3,19.5,439.5,1230.0,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,1072525.93,,,,,,,,,,,,185329.0,True,HLlopNyc1,6360312,6955689,6.030407800735349,1.6812412373755872,1.0,not_innovative
Chrysolophus_pictus,1473,species,golphe,avibase-093AC1FC,Golden Pheasant,Chrysolophus pictus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",521325.0,Chrysolophus pictus,"ncbi:9089,irmng:10199229",canonical_match,Chrysolophus pictus,concepts_match,Chrysolophus pictus,concepts_match,Chrysolophus pictus,concepts_match,Chrysolophus_pictus,Chrysolophus pictus,Chrysolophus_pictus,671,GALLIFORMES,PHASIANIDAE,Chrysolophus,Chrysolophus_pictus,0,0,0,-0.645827783,-0.441085377,-0.359014696,969402.26,67,2,1.518684604,5.0,2.996993066,15.04914923,0.0,0,Least-Concern,1.0,decreasing,1.0,0.0,0.0,0.0,NO,3.357,-0.388,30.6,14.5,8.9,9.6,68.7,177.2,37.8,140.2,21.2,505.4,555.2,Forest,1,1.0,Herbivore,Herbivore terrestrial,Terrestrial,969402.26,,,,,,,,,,,,1119775.0,True,HLchrPic1,38217,1560063,5.986504027873211,1.8260748027008264,1.0,not_innovative
Centrocercus_urophasianus,1312,species,saggro,avibase-B7E467E2,Greater Sage-Grouse,Centrocercus urophasianus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",728077.0,Centrocercus urophasianus,"ncbi:9002,gbif:5959240,irmng:10663511",canonical_match,Centrocercus urophasianus,concepts_match,Centrocercus urophasianus,concepts_match,Centrocercus urophasianus,concepts_match,Centrocercus_urophasianus,Centrocercus urophasianus,Centrocercus_urophasianus,551,GALLIFORMES,PHASIANIDAE,Centrocercus,Centrocercus_urophasianus,0,0,0,-0.856634761,-0.585557284,-0.483272491,1315889.14,259,2,0.997894737,5.2,3.822699139,13.05895965,0.0,0,Near-Threatened,2.0,decreasing,1.0,1.0,1.0,1.0,NO,4.001,-0.904,36.8,17.4,12.8,15.7,49.4,306.0,115.6,184.1,38.7,242.0,1902.46,Shrubland,3,1.0,Herbivore,Herbivore terrestrial,Terrestrial,1348091.15,,,,,,,,,4.0,0.602059991,0.602059991,295714.0,True,HLcenUro1,177390,34618776,6.129719257632321,2.413299764081252,1.0,not_innovative
Meleagris_gallopavo,1274,species,wiltur,avibase-9C5ED06A,Wild Turkey,Meleagris gallopavo,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",446482.0,Meleagris gallopavo,"ncbi:9103,gbif:9606290,irmng:10192856",canonical_match,Meleagris gallopavo,concepts_match,Meleagris gallopavo,concepts_match,Meleagris gallopavo,concepts_match,Meleagris_gallopavo,Meleagris gallopavo,Meleagris_gallopavo,4263,GALLIFORMES,PHASIANIDAE,Meleagris,Meleagris_gallopavo,0,0,0,-1.043562125,-0.713663825,-0.593454716,7259958.92,853,3,4.427666829,7.0,4.689787737,17.71007574,0.0,0,Least-Concern,1.0,increasing,3.0,0.0,0.0,0.0,NO,8.284,-0.801,48.6,25.9,17.6,15.3,149.2,448.8,115.0,332.5,26.0,351.2,5791.37,Forest,2,1.0,Herbivore,Omnivore,Terrestrial,7259958.92,3.0,0.477121255,3.0,0.48,0.0,,,,25.0,1.397940009,1.447158031,4856974.0,True,HLmelGal6,26554504,70339173,6.860934163280287,2.930949031167523,3.0,not_innovative
Colinus_virginianus,1026,species,norbob,avibase-91CCBC71,Northern Bobwhite,Colinus virginianus,Galliformes,Odontophoridae (New World Quail),204709.0,Colinus virginianus,"ncbi:9014,gbif:9791464,irmng:10195865",canonical_match,Colinus virginianus,concepts_match,Colinus virginianus,concepts_match,Colinus virginianus,concepts_match,Colinus_virginianus,Colinus virginianus,Colinus_virginianus,768,GALLIFORMES,ODONTOPHORIDAE,Colinus,Colinus_virginianus,0,0,0,-1.007055293,-0.688644674,-0.571936176,4364464.18,676,2,3.180772769,3.7,2.258734621,9.254334893,0.0,0,Near-Threatened,2.0,decreasing,1.0,1.0,1.0,0.0,NO,1.31,-0.671,14.9,8.6,7.0,8.4,29.6,109.8,30.3,79.4,27.6,56.8,171.89,Human Modified,2,1.0,Herbivore,Omnivore,Terrestrial,4364464.18,1.0,0.0,,,,,2.0,0.301029996,72.0,1.857332496,1.875061263,2466028.0,True,HLcolVir2,136674,66809948,6.639930933504799,2.829946695941636,1.0,not_innovative
Numida_meleagris,977,species,helgui,avibase-1044B438,Helmeted Guineafowl,Numida meleagris,Galliformes,Numididae (Guineafowl),684046.0,Numida meleagris,"ncbi:8996,gbif:2473341,irmng:10192853",canonical_match,Numida meleagris,concepts_match,Numida meleagris,concepts_match,Numida meleagris,concepts_match,Numida_meleagris,Numida meleagris,Numida_meleagris,6321,GALLIFORMES,NUMIDIDAE,Numida,Numida_meleagris,2,1,1,0.170769292,0.058788905,0.167901799,12744779.36,408,3,3.611993735,3.9,2.682275619,10.93700327,0.0,0,Least-Concern,1.0,stable,2.0,0.0,0.0,0.0,NO,4.113,-0.662,26.1,17.6,11.8,13.8,67.3,253.8,51.5,200.1,20.4,138.4,1299.0,Woodland,2,1.0,Herbivore,Omnivore,Terrestrial,12744779.36,,,,,,,,,,,,22810257.0,True,HLnumMel2,14170429,98083000,7.105332321283204,2.61066016308988,2.0,not_innovative
Rhea_americana,32,species,grerhe1,avibase-00986B24,Greater Rhea,Rhea americana,Rheiformes,Rheidae (Rheas),857864.0,Rhea americana,"ncbi:8797,gbif:2495165,irmng:10199491,irmng:10538314",canonical_match,Rhea americana,concepts_match,Rhea americana,concepts_match,Rhea americana,concepts_match,Rhea_americana,Rhea americana,Rhea_americana,2643,STRUTHIONIFORMES,RHEIDAE,Rhea,Rhea_americana,1,1,0,-0.11501169,0.140811778,-0.454698924,6537549.66,190,4,2.891800507,10.5,11.35707089,50.0,0.0,0,Near-Threatened,2.0,decreasing,1.0,1.0,1.0,0.0,NO,19.103,-0.739,86.5,35.6,27.2,17.2,308.0,604.5,0.3,604.2,0.1,62.0,23000.0,Grassland,3,1.0,Omnivore,Omnivore,Terrestrial,6537549.66,,,,,,,,,,,,1222934.0,True,HLrheAme1,88762,3949999,6.815415000840082,2.278753600952829,1.0,not_innovative
Casuarius_casuarius,10,species,soucas1,avibase-8B9D93D8,Southern Cassowary,Casuarius casuarius,Casuariiformes,Casuariidae (Cassowaries and Emu),589152.0,Casuarius casuarius,"ncbi:8787,gbif:5231783,irmng:10594159",canonical_match,Casuarius casuarius,concepts_match,Casuarius casuarius,concepts_match,Casuarius casuarius,concepts_match,Casuarius_casuarius,Casuarius casuarius,Casuarius_casuarius,523,STRUTHIONIFORMES,CASUARIIDAE,Casuarius,Casuarius_casuarius,0,0,0,-0.656980044,-0.448728332,-0.36558827,379633.34,72,3,2.967941842,12.5,12.14449609,32.37545411,0.0,0,Least-Concern,1.0,decreasing,1.0,1.0,1.0,1.0,NO,36.786,-0.448,104.8,26.5,14.3,20.6,287.2,300.8,0.2,300.6,0.1,402.5,44000.0,Forest,1,1.0,Herbivore,Frugivore,Terrestrial,379633.34,,,,,,,,,,,,30797.0,True,HLcasCas1,165721,3704890,5.579364345858013,1.8573324964312685,1.0,not_innovative
Nothoprocta_perdicaria,111,species,chitin1,avibase-F900EE88,Chilean Tinamou,Nothoprocta perdicaria,Tinamiformes,Tinamidae (Tinamous),402446.0,Nothoprocta perdicaria,"ncbi:30464,gbif:2477581,irmng:10764045",canonical_match,Nothoprocta perdicaria,concepts_match,Nothoprocta perdicaria,concepts_match,Nothoprocta perdicaria,concepts_match,Nothoprocta_perdicaria,Nothoprocta perdicaria,Nothoprocta_perdicaria,2033,STRUTHIONIFORMES,TINAMIDAE,Nothoprocta,Nothoprocta_perdicaria,0,0,0,-0.359505029,-0.2448604,-0.19024498,118590.62,10,3,2.517116524,6.8,4.148444563,14.68536167,0.0,0,Least-Concern,1.0,decreasing,1.0,0.0,0.0,0.0,NO,1.883,-0.858,26.0,13.5,5.9,5.5,34.7,161.5,43.8,119.0,26.9,50.7,458.0,Shrubland,2,1.0,Herbivore,Omnivore,Terrestrial,118590.62,,,,,,,,,,,,725200.0,True,HLnotPer1,95599,3369196,5.074050339590291,1.0,1.0,not_innovative
